feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,dataset_rows,status,error
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,40000,194.0,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,50000,199.6,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,40000,190.0,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,10000,156.0,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,20000,163.0,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,30000,163.0,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,40000,159.1,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,50000,162.7,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,10000,170.7,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,20000,178.0,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,30000,177.8,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,40000,177.8,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,50000,170.5,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,10000,172.6,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,20000,164.6,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,30000,157.1,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,40000,158.1,7,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,50000,162.4,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,10000,162.4,6,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,20000,162.4,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,30000,166.3,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,40000,166.3,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,50000,152.5,9,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.8,10000,199.2,1,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.8,20000,197.4,2,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.8,40000,170.1,8,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,10000,184.4,2,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,20000,183.0,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,30000,178.2,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,40000,180.0,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,50000,176.4,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,10000,182.1,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,20000,178.0,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,30000,169.9,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,40000,166.2,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,50000,170.1,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,10000,159.2,8,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,20000,165.3,7,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,30000,172.3,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,40000,168.4,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,50000,172.3,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,10000,189.0,3,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,20000,162.9,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,30000,184.1,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,40000,172.3,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,50000,168.8,7,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.8,30000,194.1,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.8,40000,198.9,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,20000,192.8,1,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,30000,187.0,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,40000,179.0,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,50000,179.0,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,10000,186.2,2,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,20000,181.9,3,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,30000,186.2,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,40000,183.8,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,50000,179.8,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,10000,168.9,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,20000,163.7,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,30000,169.5,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,40000,173.2,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,50000,172.3,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,20000,177.7,5,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,30000,194.0,2,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,40000,171.1,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,50000,168.5,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
